VideoID,Title,Author,NumberOfViews,VideoLength,Description,IsLiveContent,PublishedTime,ChannelID,Category,Type,Keywords,Thumbnails
ci0KJEnUcBU,"KUNMING, YUNNAN 🇨🇳 (First Impressions of China’s MOST DIVERSE City)",Matt and Julia,15090,26:28,"Welcome to Kunming, the capital of Yunnan, the most diverse province in China. In this vlog, we explore Kunming and give our ...",,2 days ago,UCnrHlFu6ZueDosGPt9R3nHw,,NORMAL,,
Wr9UHWqzzIg,My First Full Day In China Running Errands,the JaYoe Nation,12307,15:39,"On my first full day in china, I primarily ran some errands. I got a health check, went to the bank and got my phone card reactivated.",,1 day ago,UC8Ykci4MKSSdTJYuYp53G7A,,NORMAL,,
-wIB1Xy1v-Y,This is NOT the China We Expected… 🇨🇳,Jay and Karolina,48336,52:22,——————————————————————————— Work With Us My Email → hello@jayeshchhaya.com (Business ...,,3 days ago,UCsDx-8h0RVF2yEzNk3uDEzg,,NORMAL,,
_h8_Lsd3BIQ,"solo traveling Xi'an, China!",Bean Dog,6348,12:43,"Hey pals! Here's what I got up to in Xi'an a few weeks ago! Love, Bean.",,1 day ago,UCHB_NKGFz9-n5ZjCrN7sIqw,,NORMAL,,
zLO0eNFG2Ms,Flying into China was NOT What I Expected! 🇨🇳,Travelwithchris,126802,34:52,"Flying into Beijing, China was NOT What I Expected! In this video we will travel from Tokyo, Japan to Beijing and I will be sharing ...",,9 days ago,UC40tCi6qlNr-WS37JQSrSUQ,,NORMAL,,
OfPxyNmkCyk,This is Really What CHINA Do Better Than The West 🇨🇳中文字幕,On Tour With Dridgers #OTWD,30226,17:41,#china #xiamen #chinatravel Looking for an Esim? Get the best deal at nomad esim.Click the link https://www.getnomad.app/ and ...,,7 days ago,UCHk-j6L93O3JrxhA87H0oWQ,,NORMAL,,
_IZFEhtfdNw,I Left CHINA Within 24 Hours: The Trip From HELL! 🇨🇳 😤,Marco Roams,46037,40:38,I Left CHINA within 24 Hours The Trip From HELL! 24 Hours in China:The WORST Travel Experience Ever! China!,,11 days ago,UCWkguf2p-KFU5uE7iXJuj5g,,NORMAL,,
qSqQYC4gQ6U,"Britain and America are on edge, happy I am back in China",For All Life's Adventures,16869,15:27,Thank you for watching.,,1 day ago,UC381oS60ZAAw1TgxqHhb05Q,,NORMAL,,
MbHpyqwcyps,"What's RURAL China really like?... 🇨🇳 | Yangshuo, China 2024",VeggiesOnTour,25121,,"Someone once said to us ""China is NOT beautiful"", but today we are in Rural China and share a little bit of what potential beauty ...",,5 days ago,UC42EaI0uk7ihWc0l3VYLY8Q,,NORMAL,,
Y_Zfte4goj8,We went to the MOST CONFUSING City in CHINA and it BLEW our MINDS 🇨🇳,The Hutchinsons,29880,13:09,Chongqing is so cool but sometimes it can get a little bit confusing haha! We had such a great time there as a family and seeing ...,,8 days ago,UCYC6B6DMhDUTQQrwgD0CwOw,,NORMAL,,
dtjxhtdRJ6o,"FIRST TIME in Shanghai, China! 🇨🇳 (NOT What You’d Expect…)",Matt and Julia,58681,26:10,"But for now, welcome to Shanghai China! - #shanghai #china #travel #chinatravel #travelvlog #china2024 #shanghaivlog ...",,3 weeks ago,UCnrHlFu6ZueDosGPt9R3nHw,,NORMAL,,
F_P7WT-v3ZA,China is Even Better at Night! | Discovering Shanghai's Vibrant Nightlife 🇨🇳,TriFate Lifestyle,11718,,Today we are exploring the streets of Shanghai China at night! Shanghai nightlife is world renowned so it's time for us to ...,,19 hours ago,UCRzBNJTsBe2rq6pkyXeaj1A,,NORMAL,,
Bqn2Yt3mUy8,The WORLD CAN’T Compete with China’s Infrastructure 🇨🇳 (the West Are Falling Behind),On Tour With Dridgers #OTWD,30261,17:33,So when i say china are years ahead of the western world i really mean it ! #china #chinatravel #chinainfrastructure Location: ...,,3 days ago,UCHk-j6L93O3JrxhA87H0oWQ,,NORMAL,,
x2PWBkPBxNM,Entering The World's Narrowest City,Drew Binsky,557987,26:01,"Welcome to Yanjin, China - the narrowest city in the world! This place is AWESOME! More than 100000 people call this unique ...",,2 days ago,UC0Ize0RLIbGdH5x4wI45G-A,,NORMAL,,
8kprn5-pcA4,Incredible First Experience of a Chinese Concert 🇨🇳 (Hua Chenyu 华晨宇 LIVE),Jack Aynsley Travel,25155,1:22:51,"Hua Chenyu @ The National Stadium (Bird's Nest), Beijing, China We're so grateful to our friend Zixin, who helped us get ...",,21 hours ago,UCe4gm8VLGL8BLvv_bgiN04g,,NORMAL,,
SRFt4ATUs1k,FASTEST Train Ride in World: Beijing-Shanghai! 🇨🇳 1200 kms in 4 hours!,Passenger Paramvir,723527,42:45,Travelling to Shanghai from Beijing in China's Bullet Traint! Follow me on Instagram: paramvir_beniwal ...,,2 days ago,UCK2_PiPOB0VEZfbbaHj-z5w,,NORMAL,,
rc2j9_EUXuY,CHINA (THEY NEVER WANTED YOU TO SEE),Matt and Julia,33377,20:40,"Chongqing, China. This the side of China most hidden from the Western World. China is often portrayed in a negative light in the ...",,5 days ago,UCnrHlFu6ZueDosGPt9R3nHw,,NORMAL,,
fci9MQ3VZ_I,The Side of China The Media Won't Show You,Mike Okay,2244306,50:14,In this video I'll attempt to travel over 2000km across China. Nothing could have prepared me for what was to come on this ...,,12 days ago,UCpp3cHR9TWVyXqL1AVw4XkA,,NORMAL,,
ci0KJEnUcBU,"KUNMING, YUNNAN 🇨🇳 (First Impressions of China’s MOST DIVERSE City)",Matt and Julia,15090,26:28,"Welcome to Kunming, the capital of Yunnan, the most diverse province in China. In this vlog, we explore Kunming and give our ...",,2 days ago,UCnrHlFu6ZueDosGPt9R3nHw,,NORMAL,,
daYIgVHh9Zg,China: Visit China #travel #chinatravel #shorts #short #ytshorts #youtubeshorts #china #travelvlog,Travel with Damal Consult,449,SHORTS,,,2 days ago,UCWjuzetaB2pfriwCtSdshhw,,NORMAL,,
WC7uRTkploo,"ZHANGJIAJIE, CHINA 🇨🇳 48 Hours in BREATHTAKING Avatar Mountains!",Matt and Julia,27935,16:06,"This is Zhangjiajie, one of the most beautiful places to travel in China. This unique landscape is in fact where the Avatar movie ...",,9 days ago,UCnrHlFu6ZueDosGPt9R3nHw,,NORMAL,,
Ohcqv2G_20o,I experienced the REAL Chengdu 🇨🇳 China shocked me!,Travel For Phoebe,66870,24:24,I did NOT expect Chengdu to be like this! I visited for the first time and fell in love with this vibrant city. If you're looking for an ...,,8 days ago,UCMhDk2qIKoE7bVht4GeQ8Lg,,NORMAL,,
zLO0eNFG2Ms,Flying into China was NOT What I Expected! 🇨🇳,Travelwithchris,126802,34:52,"Flying into Beijing, China was NOT What I Expected! In this video we will travel from Tokyo, Japan to Beijing and I will be sharing ...",,9 days ago,UC40tCi6qlNr-WS37JQSrSUQ,,NORMAL,,
_IZFEhtfdNw,I Left CHINA Within 24 Hours: The Trip From HELL! 🇨🇳 😤,Marco Roams,46037,40:38,I Left CHINA within 24 Hours The Trip From HELL! 24 Hours in China:The WORST Travel Experience Ever! China!,,11 days ago,UCWkguf2p-KFU5uE7iXJuj5g,,NORMAL,,
-wIB1Xy1v-Y,This is NOT the China We Expected… 🇨🇳,Jay and Karolina,48336,52:22,——————————————————————————— Work With Us My Email → hello@jayeshchhaya.com (Business ...,,3 days ago,UCsDx-8h0RVF2yEzNk3uDEzg,,NORMAL,,
yrgjDaQcsJ8,Our First Time in Shanghai 🇨🇳 China’s most overhyped city?,Two Mad Explorers,34300,33:46,"We have seen countless, and we mean countless travel videos about Shanghai, China. Shanghai really is the place where most ...",,3 days ago,UCaghnfCBQmDjkfE6QDUF2aA,,NORMAL,,
qSqQYC4gQ6U,"Britain and America are on edge, happy I am back in China",For All Life's Adventures,16869,15:27,Thank you for watching.,,1 day ago,UC381oS60ZAAw1TgxqHhb05Q,,NORMAL,,
OfPxyNmkCyk,This is Really What CHINA Do Better Than The West 🇨🇳中文字幕,On Tour With Dridgers #OTWD,30226,17:41,#china #xiamen #chinatravel Looking for an Esim? Get the best deal at nomad esim.Click the link https://www.getnomad.app/ and ...,,7 days ago,UCHk-j6L93O3JrxhA87H0oWQ,,NORMAL,,
Y_Zfte4goj8,We went to the MOST CONFUSING City in CHINA and it BLEW our MINDS 🇨🇳,The Hutchinsons,29880,13:09,Chongqing is so cool but sometimes it can get a little bit confusing haha! We had such a great time there as a family and seeing ...,,8 days ago,UCYC6B6DMhDUTQQrwgD0CwOw,,NORMAL,,
MbHpyqwcyps,"What's RURAL China really like?... 🇨🇳 | Yangshuo, China 2024",VeggiesOnTour,25121,,"Someone once said to us ""China is NOT beautiful"", but today we are in Rural China and share a little bit of what potential beauty ...",,5 days ago,UC42EaI0uk7ihWc0l3VYLY8Q,,NORMAL,,
Ck4ICYlkKdI,I am Headed Back To China,the JaYoe Nation,16721,9:15,I'll be back in China for a few weeks. Check out Tice's Map App: https://mapmytravels.app/ --------- SUPPORT ME ...,,7 days ago,UC8Ykci4MKSSdTJYuYp53G7A,,NORMAL,,
F_P7WT-v3ZA,China is Even Better at Night! | Discovering Shanghai's Vibrant Nightlife 🇨🇳,TriFate Lifestyle,11718,,Today we are exploring the streets of Shanghai China at night! Shanghai nightlife is world renowned so it's time for us to ...,,19 hours ago,UCRzBNJTsBe2rq6pkyXeaj1A,,NORMAL,,
x2PWBkPBxNM,Entering The World's Narrowest City,Drew Binsky,557987,26:01,"Welcome to Yanjin, China - the narrowest city in the world! This place is AWESOME! More than 100000 people call this unique ...",,2 days ago,UC0Ize0RLIbGdH5x4wI45G-A,,NORMAL,,
8kprn5-pcA4,Incredible First Experience of a Chinese Concert 🇨🇳 (Hua Chenyu 华晨宇 LIVE),Jack Aynsley Travel,25155,1:22:51,"Hua Chenyu @ The National Stadium (Bird's Nest), Beijing, China We're so grateful to our friend Zixin, who helped us get ...",,21 hours ago,UCe4gm8VLGL8BLvv_bgiN04g,,NORMAL,,
rc2j9_EUXuY,CHINA (THEY NEVER WANTED YOU TO SEE),Matt and Julia,33377,20:40,"Chongqing, China. This the side of China most hidden from the Western World. China is often portrayed in a negative light in the ...",,5 days ago,UCnrHlFu6ZueDosGPt9R3nHw,,NORMAL,,
SRFt4ATUs1k,FASTEST Train Ride in World: Beijing-Shanghai! 🇨🇳 1200 kms in 4 hours!,Passenger Paramvir,723527,42:45,Travelling to Shanghai from Beijing in China's Bullet Traint! Follow me on Instagram: paramvir_beniwal ...,,2 days ago,UCK2_PiPOB0VEZfbbaHj-z5w,,NORMAL,,
ci0KJEnUcBU,"KUNMING, YUNNAN 🇨🇳 (First Impressions of China’s MOST DIVERSE City)",Matt and Julia,15090,26:28,"Welcome to Kunming, the capital of Yunnan, the most diverse province in China. In this vlog, we explore Kunming and give our ...",,2 days ago,UCnrHlFu6ZueDosGPt9R3nHw,,NORMAL,,
yrgjDaQcsJ8,Our First Time in Shanghai 🇨🇳 China’s most overhyped city?,Two Mad Explorers,34300,33:46,"We have seen countless, and we mean countless travel videos about Shanghai, China. Shanghai really is the place where most ...",,3 days ago,UCaghnfCBQmDjkfE6QDUF2aA,,NORMAL,,
fci9MQ3VZ_I,The Side of China The Media Won't Show You,Mike Okay,2244306,50:14,In this video I'll attempt to travel over 2000km across China. Nothing could have prepared me for what was to come on this ...,,12 days ago,UCpp3cHR9TWVyXqL1AVw4XkA,,NORMAL,,
eU6pXyDlqVM,#indiachinaborder #bumlapass #arunachalpradesh #tawang #india #china #travel,My YouTube Zone,402,SHORTS,,,2 days ago,UC-oYRbXNSI6wu85f3whl6Gw,,NORMAL,,
-wIB1Xy1v-Y,This is NOT the China We Expected… 🇨🇳,Jay and Karolina,48336,52:22,——————————————————————————— Work With Us My Email → hello@jayeshchhaya.com (Business ...,,3 days ago,UCsDx-8h0RVF2yEzNk3uDEzg,,NORMAL,,
Wr9UHWqzzIg,My First Full Day In China Running Errands,the JaYoe Nation,12307,15:39,"On my first full day in china, I primarily ran some errands. I got a health check, went to the bank and got my phone card reactivated.",,1 day ago,UC8Ykci4MKSSdTJYuYp53G7A,,NORMAL,,
WC7uRTkploo,"ZHANGJIAJIE, CHINA 🇨🇳 48 Hours in BREATHTAKING Avatar Mountains!",Matt and Julia,27935,16:06,"This is Zhangjiajie, one of the most beautiful places to travel in China. This unique landscape is in fact where the Avatar movie ...",,9 days ago,UCnrHlFu6ZueDosGPt9R3nHw,,NORMAL,,
zLO0eNFG2Ms,Flying into China was NOT What I Expected! 🇨🇳,Travelwithchris,126802,34:52,"Flying into Beijing, China was NOT What I Expected! In this video we will travel from Tokyo, Japan to Beijing and I will be sharing ...",,9 days ago,UC40tCi6qlNr-WS37JQSrSUQ,,NORMAL,,
_IZFEhtfdNw,I Left CHINA Within 24 Hours: The Trip From HELL! 🇨🇳 😤,Marco Roams,46037,40:38,I Left CHINA within 24 Hours The Trip From HELL! 24 Hours in China:The WORST Travel Experience Ever! China!,,11 days ago,UCWkguf2p-KFU5uE7iXJuj5g,,NORMAL,,
Ohcqv2G_20o,I experienced the REAL Chengdu 🇨🇳 China shocked me!,Travel For Phoebe,66870,24:24,I did NOT expect Chengdu to be like this! I visited for the first time and fell in love with this vibrant city. If you're looking for an ...,,8 days ago,UCMhDk2qIKoE7bVht4GeQ8Lg,,NORMAL,,
OfPxyNmkCyk,This is Really What CHINA Do Better Than The West 🇨🇳中文字幕,On Tour With Dridgers #OTWD,30226,17:41,#china #xiamen #chinatravel Looking for an Esim? Get the best deal at nomad esim.Click the link https://www.getnomad.app/ and ...,,7 days ago,UCHk-j6L93O3JrxhA87H0oWQ,,NORMAL,,
qSqQYC4gQ6U,"Britain and America are on edge, happy I am back in China",For All Life's Adventures,16869,15:27,Thank you for watching.,,1 day ago,UC381oS60ZAAw1TgxqHhb05Q,,NORMAL,,
Y_Zfte4goj8,We went to the MOST CONFUSING City in CHINA and it BLEW our MINDS 🇨🇳,The Hutchinsons,29880,13:09,Chongqing is so cool but sometimes it can get a little bit confusing haha! We had such a great time there as a family and seeing ...,,8 days ago,UCYC6B6DMhDUTQQrwgD0CwOw,,NORMAL,,
MbHpyqwcyps,"What's RURAL China really like?... 🇨🇳 | Yangshuo, China 2024",VeggiesOnTour,25121,,"Someone once said to us ""China is NOT beautiful"", but today we are in Rural China and share a little bit of what potential beauty ...",,5 days ago,UC42EaI0uk7ihWc0l3VYLY8Q,,NORMAL,,
PCZqJGmDiAY,Exposing the SECRETS of Great Wall of China! 🇨🇳,Passenger Paramvir,965583,44:10,"Exploring The Great Wall of China: History, Facts & Secrets! Follow me on Instagram: paramvir_beniwal ...",,4 days ago,UCK2_PiPOB0VEZfbbaHj-z5w,,NORMAL,,
F_P7WT-v3ZA,China is Even Better at Night! | Discovering Shanghai's Vibrant Nightlife 🇨🇳,TriFate Lifestyle,11718,,Today we are exploring the streets of Shanghai China at night! Shanghai nightlife is world renowned so it's time for us to ...,,19 hours ago,UCRzBNJTsBe2rq6pkyXeaj1A,,NORMAL,,
x2PWBkPBxNM,Entering The World's Narrowest City,Drew Binsky,557987,26:01,"Welcome to Yanjin, China - the narrowest city in the world! This place is AWESOME! More than 100000 people call this unique ...",,2 days ago,UC0Ize0RLIbGdH5x4wI45G-A,,NORMAL,,
8kprn5-pcA4,Incredible First Experience of a Chinese Concert 🇨🇳 (Hua Chenyu 华晨宇 LIVE),Jack Aynsley Travel,25155,1:22:51,"Hua Chenyu @ The National Stadium (Bird's Nest), Beijing, China We're so grateful to our friend Zixin, who helped us get ...",,21 hours ago,UCe4gm8VLGL8BLvv_bgiN04g,,NORMAL,,
fci9MQ3VZ_I,The Side of China The Media Won't Show You,Mike Okay,2244306,50:14,In this video I'll attempt to travel over 2000km across China. Nothing could have prepared me for what was to come on this ...,,12 days ago,UCpp3cHR9TWVyXqL1AVw4XkA,,NORMAL,,
rc2j9_EUXuY,CHINA (THEY NEVER WANTED YOU TO SEE),Matt and Julia,33377,20:40,"Chongqing, China. This the side of China most hidden from the Western World. China is often portrayed in a negative light in the ...",,5 days ago,UCnrHlFu6ZueDosGPt9R3nHw,,NORMAL,,
SRFt4ATUs1k,FASTEST Train Ride in World: Beijing-Shanghai! 🇨🇳 1200 kms in 4 hours!,Passenger Paramvir,723527,42:45,Travelling to Shanghai from Beijing in China's Bullet Traint! Follow me on Instagram: paramvir_beniwal ...,,2 days ago,UCK2_PiPOB0VEZfbbaHj-z5w,,NORMAL,,
ci0KJEnUcBU,"KUNMING, YUNNAN 🇨🇳 (First Impressions of China’s MOST DIVERSE City)",Matt and Julia,15090,26:28,"Welcome to Kunming, the capital of Yunnan, the most diverse province in China. In this vlog, we explore Kunming and give our ...",,2 days ago,UCnrHlFu6ZueDosGPt9R3nHw,,NORMAL,,
Wr9UHWqzzIg,My First Full Day In China Running Errands,the JaYoe Nation,12307,15:39,"On my first full day in china, I primarily ran some errands. I got a health check, went to the bank and got my phone card reactivated.",,1 day ago,UC8Ykci4MKSSdTJYuYp53G7A,,NORMAL,,
daYIgVHh9Zg,China: Visit China #travel #chinatravel #shorts #short #ytshorts #youtubeshorts #china #travelvlog,Travel with Damal Consult,449,SHORTS,,,2 days ago,UCWjuzetaB2pfriwCtSdshhw,,NORMAL,,
_h8_Lsd3BIQ,"solo traveling Xi'an, China!",Bean Dog,6348,12:43,"Hey pals! Here's what I got up to in Xi'an a few weeks ago! Love, Bean.",,1 day ago,UCHB_NKGFz9-n5ZjCrN7sIqw,,NORMAL,,
Ohcqv2G_20o,I experienced the REAL Chengdu 🇨🇳 China shocked me!,Travel For Phoebe,66870,24:24,I did NOT expect Chengdu to be like this! I visited for the first time and fell in love with this vibrant city. If you're looking for an ...,,8 days ago,UCMhDk2qIKoE7bVht4GeQ8Lg,,NORMAL,,
WC7uRTkploo,"ZHANGJIAJIE, CHINA 🇨🇳 48 Hours in BREATHTAKING Avatar Mountains!",Matt and Julia,27935,16:06,"This is Zhangjiajie, one of the most beautiful places to travel in China. This unique landscape is in fact where the Avatar movie ...",,9 days ago,UCnrHlFu6ZueDosGPt9R3nHw,,NORMAL,,
-wIB1Xy1v-Y,This is NOT the China We Expected… 🇨🇳,Jay and Karolina,48336,52:22,——————————————————————————— Work With Us My Email → hello@jayeshchhaya.com (Business ...,,3 days ago,UCsDx-8h0RVF2yEzNk3uDEzg,,NORMAL,,
zLO0eNFG2Ms,Flying into China was NOT What I Expected! 🇨🇳,Travelwithchris,126802,34:52,"Flying into Beijing, China was NOT What I Expected! In this video we will travel from Tokyo, Japan to Beijing and I will be sharing ...",,9 days ago,UC40tCi6qlNr-WS37JQSrSUQ,,NORMAL,,
qSqQYC4gQ6U,"Britain and America are on edge, happy I am back in China",For All Life's Adventures,16869,15:27,Thank you for watching.,,1 day ago,UC381oS60ZAAw1TgxqHhb05Q,,NORMAL,,
_IZFEhtfdNw,I Left CHINA Within 24 Hours: The Trip From HELL! 🇨🇳 😤,Marco Roams,46037,40:38,I Left CHINA within 24 Hours The Trip From HELL! 24 Hours in China:The WORST Travel Experience Ever! China!,,11 days ago,UCWkguf2p-KFU5uE7iXJuj5g,,NORMAL,,
OfPxyNmkCyk,This is Really What CHINA Do Better Than The West 🇨🇳中文字幕,On Tour With Dridgers #OTWD,30226,17:41,#china #xiamen #chinatravel Looking for an Esim? Get the best deal at nomad esim.Click the link https://www.getnomad.app/ and ...,,7 days ago,UCHk-j6L93O3JrxhA87H0oWQ,,NORMAL,,
Y_Zfte4goj8,We went to the MOST CONFUSING City in CHINA and it BLEW our MINDS 🇨🇳,The Hutchinsons,29880,13:09,Chongqing is so cool but sometimes it can get a little bit confusing haha! We had such a great time there as a family and seeing ...,,8 days ago,UCYC6B6DMhDUTQQrwgD0CwOw,,NORMAL,,
MbHpyqwcyps,"What's RURAL China really like?... 🇨🇳 | Yangshuo, China 2024",VeggiesOnTour,25121,,"Someone once said to us ""China is NOT beautiful"", but today we are in Rural China and share a little bit of what potential beauty ...",,5 days ago,UC42EaI0uk7ihWc0l3VYLY8Q,,NORMAL,,
pfl-Nog-Ivo,Chongqing China Travel Guide: 8 Best Things To Do In Chongqing City,10Minutes-Travel ,405,10:29,"Chongqing China Travel Guide Welcome to our ultimate travel guide to Chongqing, one of China's most vibrant and dynamic ...",,3 days ago,UC_dd8yUbUOIfTau91_PP21w,,NORMAL,,
